,Perimeter,Eccentricity,Convex_Area,Major_Axis_Length,Minor_Axis_Length,Number_of_pixels,ratio_of_reagion,outcome
42,449851013183594.0,0.853616178035736,13333.0,180.19709777832,93.865119934082,13034,0.623159289360046,1
43,464966003417969.0,0.852325558662415,14346.0,186.483840942383,97.5332107543945,1411,0.678977251052856,1
44,474138000488281.0,0.914628148078918,13242.0,202.195709228516,81.746955871582,12854,0.643278956413269,0
45,462533996582031.0,0.890505075454712,13639.0,194.258331298828,88.3823471069336,13338,0.743105471134186,0
46,453040008544922.0,0.896937012672424,12728.0,190.543655395508,84.2504577636719,12432,0.765753030776978,1
47,498026000976563.0,0.900517523288727,14927.0,208.225433349609,90.5405426025391,14566,0.560834765434265,0
48,427470001220703.0,0.884204924106598,11798.0,178.891510009766,83.5600814819336,11623,0.626239240169525,1
49,472515991210938.0,0.8982794880867,13944.0,199.544219970703,87.6846389770508,13665,0.711422324180603,0
50,474424011230469.0,0.915188848972321,13150.0,203.019927978516,81.8221588134766,12924,0.53573203086853,0
51,422101989746094.0,0.848700642585754,12026.0,169.285659790039,89.5307083129883,11794,0.763959050178528,1
52,467205993652344.0,0.915926516056061,12900.0,199.80615234375,80.19140625,12467,0.787058055400848,0
53,421671997070313.0,0.873165905475616,11644.0,173.632202148438,84.6323471069336,11443,0.633785665035248,1
54,447869995117188.0,0.871341288089752,12964.0,182.771179199219,89.6817092895508,12736,0.752718687057495,0
55,406402008056641.0,0.917925477027893,9445.0,173.414093017578,68.8025360107422,9273,0.530097782611847,1
56,398334991455078.0,0.869671940803528,10085.0,160.623229980469,79.288459777832,9822,0.631518006324768,1
57,435606994628906.0,0.879764497280121,11902.0,177.840789794922,84.547233581543,11646,0.62211537361145,1
58,466.0,0.900584578514099,13514.0,198.061386108398,86.0934753417969,13266,0.654335618019104,0
59,436144989013672.0,0.903190612792969,11472.0,182.742858886719,78.4404754638672,11097,0.628867745399475,1
60,481239990234375.0,0.878515362739563,14618.0,196.501007080078,93.8712921142578,14291,0.589198112487793,0
61,491260986328125.0,0.904485285282135,14607.0,207.767181396484,88.6137008666992,14254,0.56961315870285,0
62,449346008300781.0,0.858410716056824,13294.0,180.781402587891,92.7341613769531,13095,0.637226283550262,1
63,411239990234375.0,0.885927557945251,10538.0,169.401107788086,78.5722274780273,10360,0.784848511219025,1
64,454766998291016.0,0.869852006435394,13223.0,184.373977661133,90.9540328979492,12898,0.757814347743988,1
65,514793029785156.0,0.919550597667694,15686.0,223.327850341797,87.7615051269531,15236,0.65624326467514,0
66,471751007080078.0,0.891115665435791,13520.0,194.131317138672,88.0921783447266,13217,0.572090208530426,1
67,493273010253906.0,0.896570682525635,15039.0,206.793716430664,91.5890655517578,14675,0.566165149211884,0
68,424881988525391.0,0.879571080207825,11282.0,171.862503051758,81.7665939331055,10912,0.612758338451385,1
69,470996002197266.0,0.907350659370422,13462.0,201.01838684082,84.5030136108398,13158,0.619783341884613,0
70,462617004394531.0,0.908813774585724,12924.0,197.493637084961,82.3947525024414,12715,0.682721197605133,1
71,425475006103516.0,0.905666410923004,10911.0,180.498809814453,76.5298767089844,10617,0.771808683872223,1
72,397248992919922.0,0.875231206417084,10126.0,161.866302490234,78.2955017089844,9762,0.748619616031647,1
73,494635009765625.0,0.931936264038086,13936.0,219.599563598633,79.6316604614258,13677,0.532096147537231,0
74,500298004150391.0,0.907830953598022,15124.0,213.077896118164,89.3513031005859,1485,0.580214083194733,0
75,423614990234375.0,0.867461383342743,11620.0,172.173889160156,85.6572952270508,1138,0.673173606395721,1
76,392236999511719.0,0.886152684688568,9971.0,164.403350830078,76.1834335327148,9772,0.783389449119568,1
77,474087005615234.0,0.911988139152527,13627.0,203.948013305664,83.662841796875,13314,0.747138023376465,0
78,442869995117188.0,0.853697657585144,12812.0,176.243041992188,91.7819061279297,12489,0.621003448963165,1
79,463851013183594.0,0.901363253593445,13358.0,196.423965454102,85.0641174316406,12975,0.609126329421997,0
80,425971008300781.0,0.883989632129669,11333.0,174.851104736328,81.7440338134766,11102,0.70159250497818,1
81,461781005859375.0,0.902051150798798,12910.0,193.99494934082,83.73388671875,12587,0.669521272182465,1
82,419585998535156.0,0.875695049762726,11246.0,171.542327880859,82.8317108154297,10915,0.783448159694672,1
83,461438995361328.0,0.874130606651306,13643.0,188.982971191406,91.7873229980469,13446,0.598557710647583,1
84,492951995849609.0,0.894038200378418,15069.0,206.708679199219,92.6035690307617,14789,0.747825622558594,0
85,403998992919922.0,0.873544335365295,10496.0,164.808654785156,80.2197265625,10227,0.630595624446869,1
86,461619995117188.0,0.904606521129608,12973.0,195.893859863281,83.4992980957031,12653,0.576498985290527,0
87,480842987060547.0,0.908942878246307,14107.0,206.907043457031,86.2638168334961,13912,0.806259036064148,0
88,439221984863281.0,0.855574309825897,12754.0,176.343948364258,91.2897491455078,12478,0.635821640491486,1
89,511600006103516.0,0.921219050884247,15215.0,221.612289428711,86.2169876098633,14910,0.699638664722443,0
90,513890991210938.0,0.91243439912796,15944.0,221.945327758789,90.8251342773438,15684,0.7820103764534,0
91,499096008300781.0,0.901117324829102,14863.0,207.251083374023,89.8589630126953,1434,0.663152039051056,0
92,396760009765625.0,0.893697798252106,9592.0,164.617218017578,73.8587112426758,9369,0.652800977230072,1
93,479287994384766.0,0.889307141304016,14271.0,198.094177246094,90.5905151367188,13885,0.787131547927856,0
94,469713989257813.0,0.902315318584442,13657.0,199.297225952148,85.9123840332031,13335,0.616789996623993,0
95,481884002685547.0,0.895920038223267,14310.0,201.472579956055,89.4972152709961,1397,0.567886173725128,0
96,491903991699219.0,0.901684701442719,14842.0,207.462631225586,89.7056274414063,14435,0.577977955341339,0
97,437942993164063.0,0.864348709583282,12595.0,177.751052856445,89.3897552490234,12253,0.61492520570755,1
98,4688330078125.0,0.905963540077209,13241.0,197.763214111328,83.7241744995117,12887,0.556770086288452,0
99,444394012451172.0,0.90551221370697,11745.0,187.230056762695,79.4454879760742,1155,0.559255301952362,1
100,466002990722656.0,0.901353180408478,13445.0,197.904800415039,85.7095718383789,13237,0.592418551445007,0
101,416016998291016.0,0.88182920217514,10951.0,171.061782836914,80.6674194335938,10763,0.595035374164581,1
102,427230987548828.0,0.883458912372589,11618.0,176.981979370117,82.917594909668,11443,0.628978192806244,1
103,415485992431641.0,0.845101535320282,11545.0,165.348342895508,88.3961868286133,11322,0.650689661502838,1
104,464776000976563.0,0.865777611732483,13894.0,186.428985595703,93.2944564819336,13410,0.716690719127655,1
105,449740997314453.0,0.86849182844162,12870.0,181.123901367188,89.7837371826172,12496,0.683551251888275,1
106,418953002929688.0,0.87276166677475,11482.0,172.967422485352,84.433464050293,11297,0.622939050197601,1
107,362673004150391.0,0.904877185821533,8080.0,154.886322021484,65.9308853149414,7943,0.608659029006958,1
108,414907012939453.0,0.874535799026489,11083.0,169.601593017578,82.2501525878906,10788,0.648317337036133,1
109,469537994384766.0,0.899117112159729,13409.0,196.466171264648,85.9948425292969,13049,0.727004289627075,1
110,398920013427734.0,0.891564071178436,9760.0,164.84538269043,74.657585144043,9428,0.676715493202209,1
111,452407989501953.0,0.933313727378845,11555.0,201.306259155273,72.2814178466797,11377,0.525545060634613,0
112,426524993896484.0,0.905204653739929,11291.0,182.831893920898,77.6991424560547,11074,0.744821071624756,1
113,416768005371094.0,0.893704891204834,10987.0,175.708755493164,78.8326568603516,10818,0.634486794471741,1
114,509013000488281.0,0.894271671772003,16248.0,214.790939331055,96.1242065429688,16019,0.657594442367554,0
115,436950012207031.0,0.898941457271576,11926.0,185.25390625,81.1539611816406,11746,0.589481055736542,1
116,435282989501953.0,0.869978368282318,12243.0,176.65934753418,87.1089401245117,11893,0.7723228931427,1
117,398367004394531.0,0.864804923534393,10305.0,161.020050048828,80.8494491577148,10114,0.674536466598511,1
118,491054992675781.0,0.890076637268066,15021.0,204.175674438477,93.0654907226563,14723,0.575679361820221,0
119,433837005615234.0,0.877535343170166,12341.0,180.613723754883,86.6064376831055,12182,0.777905464172363,1
120,416356994628906.0,0.827697277069092,11456.0,160.558120727539,90.1011734008789,111,0.636249005794525,1
121,500010009765625.0,0.893281102180481,15166.0,206.285140991211,92.7248687744141,14758,0.582399368286133,0
122,424585998535156.0,0.892938017845154,11103.0,177.167053222656,79.7570037841797,10937,0.595210909843445,0
123,506088989257813.0,0.929254710674286,14698.0,223.260848999023,82.4814071655273,14359,0.537870824337006,0
124,4397080078125.0,0.928008913993835,10817.0,191.704879760742,71.4211807250977,10589,0.510953485965729,1
125,436921997070313.0,0.846503794193268,12898.0,174.832290649414,93.0776977539063,12661,0.701984941959381,1
126,4905419921875.0,0.917620360851288,14061.0,209.849487304688,83.4063568115234,13569,0.530039072036743,0
127,501154998779297.0,0.874935448169708,16074.0,205.013305664063,99.2755432128906,15714,0.733887553215027,0
128,517346984863281.0,0.913003861904144,15256.0,217.698394775391,88.8102493286133,14851,0.728061556816101,0
129,494299011230469.0,0.900811374187469,14859.0,206.692779541016,89.7482070922852,14337,0.709893047809601,0
130,424747009277344.0,0.878905773162842,11544.0,174.421447753906,83.1982269287109,11224,0.713450312614441,1
131,491661010742188.0,0.917690336704254,14289.0,212.85693359375,84.5673065185547,14041,0.786610662937164,0
132,404800994873047.0,0.852360308170319,10908.0,162.495193481445,84.9776763916016,10669,0.67525315284729,1
133,415858001708984.0,0.864280462265015,11628.0,170.486770629883,85.756591796875,11441,0.681011915206909,1
134,433342010498047.0,0.898847460746765,11675.0,183.445861816406,80.3972702026367,11506,0.617009878158569,1
135,422515014648438.0,0.885886013507843,11179.0,174.536361694336,80.9679489135742,10993,0.664912581443787,1
136,422489013671875.0,0.89290988445282,11118.0,176.804901123047,79.6038208007813,10918,0.79885858297348,1
137,490256011962891.0,0.888772249221802,15196.0,204.541229248047,93.7512893676758,14956,0.672784507274628,0
138,494457000732422.0,0.898297786712646,14825.0,205.09700012207,90.1169967651367,14360,0.65750914812088,0
139,4390830078125.0,0.83269739151001,12929.0,171.228713989258,94.8141784667969,12635,0.631118893623352,1
140,418066986083984.0,0.885768234729767,10776.0,170.818359375,79.2815399169922,10512,0.587919473648071,1
141,511848999023438.0,0.89585143327713,16124.0,213.612167358398,94.9193496704102,15691,0.659147262573242,0
142,4550830078125.0,0.892553150653839,12318.0,185.420104980469,83.6137619018555,11809,0.64884614944458,0
143,477618988037109.0,0.887395441532135,14660.0,200.389877319336,92.3815536499023,14434,0.783434629440308,0
144,488915985107422.0,0.91106653213501,14453.0,210.753723144531,86.8851776123047,14246,0.748057126998901,0
145,430255004882813.0,0.860118389129639,12088.0,172.569534301758,88.0267639160156,11813,0.717504858970642,1
146,426850006103516.0,0.886753082275391,11539.0,177.398101806641,82.0010986328125,11274,0.635333895683289,1
147,506398010253906.0,0.910315573215485,15531.0,217.863754272461,90.1770706176758,15322,0.813615143299103,0
148,485614990234375.0,0.915510833263397,13741.0,207.122451782227,83.323974609375,13269,0.714770495891571,0
149,453264007568359.0,0.901761531829834,12534.0,191.504379272461,82.7746887207031,12339,0.618930578231812,1
150,428545013427734.0,0.903041481971741,10893.0,179.596618652344,77.1463317871094,10546,0.597642540931702,1
151,496192993164063.0,0.892071545124054,15547.0,207.931488037109,93.963020324707,15151,0.761395037174225,0
152,467076995849609.0,0.895502924919128,13355.0,194.754089355469,86.676399230957,13022,0.596245408058167,0
153,484082000732422.0,0.885910868644714,14849.0,200.173538208008,92.8515930175781,14399,0.604796707630157,0
154,443515014648438.0,0.868206441402435,12459.0,177.744750976563,88.197509765625,12142,0.615626454353333,1
155,524684997558594.0,0.924108147621155,15837.0,227.781860351563,87.0425262451172,15306,0.512506306171417,0
156,405057006835938.0,0.873192131519318,10722.0,166.504104614258,81.1501235961914,10509,0.674432039260864,1
157,478877990722656.0,0.898387312889099,14221.0,201.639678955078,88.5609741210938,13916,0.603993058204651,0
158,469342987060547.0,0.876376211643219,13931.0,191.380233764648,92.1739196777344,13626,0.607219278812408,1
159,429680999755859.0,0.887288630008698,11698.0,179.215957641602,82.6570129394531,11546,0.599574208259583,1
160,51647998046875.0,0.904967665672302,16197.0,218.425903320313,92.9359359741211,15790,0.750154376029968,0
161,467644012451172.0,0.888824582099915,13672.0,193.42497253418,88.6365356445313,13244,0.797927439212799,0
162,466135009765625.0,0.902521908283234,13221.0,196.666152954102,84.6930923461914,12985,0.588888883590698,0
163,508135986328125.0,0.903779447078705,15685.0,214.277069091797,91.7102737426758,15218,0.668012797832489,0
164,3967080078125.0,0.887576460838318,10085.0,166.423522949219,76.6647186279297,9945,0.601997554302216,1
165,454049011230469.0,0.903583407402039,12583.0,192.695053100586,82.5529098510742,12325,0.786033153533936,1
166,429537994384766.0,0.883439183235168,12041.0,180.083862304688,84.3775405883789,11872,0.640448808670044,1
167,509385009765625.0,0.871680319309235,16875.0,208.052871704102,101.961486816406,16431,0.732219278812408,0
168,482735992431641.0,0.916966259479523,13759.0,208.803268432617,83.3051528930664,13545,0.532554864883423,0
169,445828002929688.0,0.889381527900696,12308.0,184.828018188477,84.4970321655273,12058,0.704816460609436,1
170,457140991210938.0,0.905988812446594,12721.0,194.875457763672,82.4910888671875,12491,0.770478665828705,0
171,420022003173828.0,0.894944190979004,10756.0,175.717697143555,78.4013900756836,10510,0.572814464569092,1
172,447485992431641.0,0.874426603317261,12535.0,181.356704711914,87.9866256713867,12292,0.593873798847198,1
173,443518005371094.0,0.887434363365173,12283.0,183.425735473633,84.5471725463867,11953,0.570712387561798,1
174,397398010253906.0,0.886874258518219,10249.0,166.989608764648,77.151008605957,10074,0.703983247280121,1
175,467476013183594.0,0.893649876117706,13443.0,194.676452636719,87.3639602661133,13173,0.573162794113159,0
176,464820007324219.0,0.901990652084351,13085.0,195.388153076172,84.3599166870117,12768,0.582987070083618,0
177,449079986572266.0,0.864460349082947,13152.0,181.700561523438,91.341064453125,12867,0.649061739444733,1
178,483243988037109.0,0.88474315404892,14428.0,196.786102294922,91.7178497314453,13935,0.59323114156723,0
179,485985992431641.0,0.896770417690277,14508.0,203.418487548828,90.0118865966797,14212,0.573203206062317,0
180,461938995361328.0,0.870661437511444,13562.0,185.600296020508,91.2935943603516,13166,0.65633100271225,0
181,511717987060547.0,0.897275924682617,15926.0,213.977600097656,94.464714050293,15558,0.632439017295837,0
182,419953002929688.0,0.912136495113373,10781.0,181.806365966797,74.5200042724609,1057,0.58592015504837,1
183,397066986083984.0,0.897403478622437,9992.0,169.153228759766,74.6322326660156,9854,0.723920047283173,1
184,445662994384766.0,0.883421778678894,12811.0,186.280395507813,87.2870254516602,12665,0.710080742835999,1
185,456066986083984.0,0.878606498241425,13092.0,186.160537719727,88.9003067016602,12712,0.644886374473572,1
186,464967987060547.0,0.909030854701996,12981.0,197.81965637207,82.437141418457,12695,0.601944029331207,1
187,434274993896484.0,0.858931601047516,12388.0,174.776809692383,89.5015029907227,12155,0.802946209907532,1
188,478002014160156.0,0.921661078929901,13348.0,207.516754150391,80.5156707763672,13066,0.557803988456726,0
189,45960400390625.0,0.894389092922211,13213.0,192.172271728516,85.9566879272461,12878,0.576248407363892,0
190,430760009765625.0,0.911893725395203,11224.0,185.508102416992,76.1374206542969,11042,0.678463876247406,1
191,470713012695313.0,0.826347649097443,14709.0,180.698577880859,101.762260437012,14142,0.702742993831635,1
192,431156005859375.0,0.884582996368408,11810.0,178.83625793457,83.4061584472656,11577,0.756073653697968,0
193,403890991210938.0,0.875505268573761,10475.0,164.950424194336,79.7054672241211,10228,0.649768114089966,1
194,472061004638672.0,0.87516051530838,14102.0,191.96809387207,92.8804397583008,1374,0.747422933578491,1
195,414997009277344.0,0.886973440647125,11062.0,174.449157714844,80.5641860961914,10908,0.754983365535736,1
196,438774993896484.0,0.870287477970123,12420.0,177.401031494141,87.3778457641602,12060,0.648666083812714,1
197,497839996337891.0,0.894915640354156,14885.0,204.409545898438,91.2147827148438,14466,0.656500995159149,0
198,506561004638672.0,0.909388303756714,15202.0,214.931228637695,89.4002532958984,14870,0.579727113246918,0
199,385600006103516.0,0.856295228004456,10042.0,157.210891723633,81.1973266601563,9885,0.628417015075684,1
200,436154998779297.0,0.868255138397217,12353.0,177.336578369141,87.9798583984375,12036,0.615431785583496,1
201,424557006835938.0,0.883708238601685,11135.0,173.753753662109,81.3233871459961,10911,0.649464309215546,1
202,427769989013672.0,0.857259571552277,12007.0,171.657775878906,88.3839263916016,11769,0.628551602363586,1
203,442670013427734.0,0.910468399524689,11806.0,189.767440795898,78.483757019043,11593,0.630671322345734,1
204,4954169921875.0,0.888834297657013,15516.0,206.29997253418,94.5325775146484,15213,0.701350808143616,0
205,394279998779297.0,0.897055327892303,9659.0,165.935745239258,73.3300399780273,9487,0.722984313964844,1
206,502908996582031.0,0.909977078437805,15218.0,215.192504882813,89.2314224243164,14961,0.675318241119385,0
207,440468994140625.0,0.902841687202454,11759.0,185.722564697266,79.8557205200195,11496,0.750930845737457,1
208,500161987304688.0,0.903290927410126,15165.0,211.982543945313,90.9465713500977,14838,0.786410868167877,0
209,511951995849609.0,0.905770063400269,15854.0,216.607666015625,91.7917251586914,15458,0.58404803276062,0
210,429796997070313.0,0.894601941108704,11346.0,179.196746826172,80.0765686035156,11140,0.589106321334839,1
211,435497985839844.0,0.870681166648865,12443.0,178.539154052734,87.8141021728516,12163,0.785419106483459,1
212,513924011230469.0,0.923065900802612,15292.0,224.719650268555,86.4365615844727,15094,0.794170260429382,0
213,484127014160156.0,0.900391757488251,14266.0,203.418258666992,88.5032348632813,1387,0.756517946720123,0
214,478282989501953.0,0.897110641002655,13931.0,199.02326965332,87.9296646118164,13476,0.599173009395599,0
215,416468994140625.0,0.869155585765839,11492.0,171.678604125977,84.901725769043,11343,0.734745442867279,1
216,460167999267578.0,0.875827431678772,13385.0,187.128479003906,90.3127746582031,13057,0.750790655612946,0
217,514531982421875.0,0.918222844600677,15170.0,219.372940063477,86.8857574462891,14826,0.543076932430267,0
218,441.0,0.87685751914978,12479.0,180.376525878906,86.7160797119141,1212,0.642255306243896,1
219,409510986328125.0,0.896273136138916,10510.0,173.337966918945,76.8758087158203,10359,0.573588013648987,1
220,421243011474609.0,0.867507100105286,11376.0,170.030700683594,84.5774917602539,11145,0.636130154132843,1
221,427040985107422.0,0.890112698078156,11546.0,178.595153808594,81.3930358886719,11357,0.596731841564178,1
222,411808013916016.0,0.907511174678802,10350.0,176.813766479492,74.266731262207,1012,0.577917635440826,1
223,432384002685547.0,0.870157539844513,12032.0,175.836883544922,86.6477813720703,11840,0.625759720802307,1
224,436201995849609.0,0.87027382850647,12285.0,177.233520507813,87.2996063232422,12037,0.671932578086853,1
225,493027008056641.0,0.900800943374634,14898.0,208.136154174805,90.3794326782227,14634,0.710250437259674,0
226,440518005371094.0,0.894836783409119,12227.0,185.988662719727,83.0241241455078,1208,0.699400067329407,1
227,495151000976563.0,0.910195350646973,14834.0,212.020965576172,87.8146667480469,14379,0.790793597698212,0
228,432290985107422.0,0.85424530506134,12279.0,172.400634765625,89.6259384155273,11986,0.658824801445007,1
229,485528991699219.0,0.911843955516815,13874.0,207.394607543945,85.1431427001953,13677,0.585663497447968,0
230,430066986083984.0,0.844761669635773,12252.0,170.001373291016,90.9749908447266,11968,0.63982892036438,1
231,419018005371094.0,0.904181480407715,10682.0,177.064361572266,75.6327896118164,10470,0.598627805709839,1
232,426872985839844.0,0.868673920631409,11703.0,172.396255493164,85.4024047851563,11354,0.729222893714905,1
233,4323330078125.0,0.86557275056839,12162.0,175.097152709961,87.6857147216797,11873,0.650932013988495,1
234,485756011962891.0,0.910896301269531,13896.0,205.771011352539,84.9083938598633,1351,0.658521115779877,0
235,4080419921875.0,0.854412615299225,11017.0,163.171356201172,84.7830429077148,10727,0.692064523696899,1
236,399391998291016.0,0.911777913570404,9533.0,171.010177612305,70.2310638427734,936,0.692307710647583,1
237,477661987304688.0,0.879981517791748,14645.0,197.176376342773,93.6603393554688,14410,0.657270550727844,0
238,437048004150391.0,0.922920703887939,10936.0,188.441421508789,72.5480880737305,10584,0.558051228523254,1
239,475390014648438.0,0.928154528141022,12857.0,207.096923828125,77.0804443359375,12347,0.520948469638824,0
240,440941986083984.0,0.885114908218384,12191.0,182.053436279297,84.7226638793945,1196,0.62650603055954,1
241,501303009033203.0,0.901243031024933,15463.0,212.32975769043,92.0054473876953,15196,0.76840615272522,0
242,487839996337891.0,0.920782506465912,13941.0,213.247436523438,83.1827697753906,13734,0.805229842662811,0
243,427664001464844.0,0.901589572429657,11275.0,181.11686706543,78.3497848510742,11077,0.55523806810379,1
244,475755004882813.0,0.878814280033112,14308.0,194.517929077148,92.8169555664063,14019,0.591119945049286,0
245,475390014648438.0,0.89505809545517,13917.0,196.856781005859,87.7881851196289,13413,0.571008920669556,0
246,514403991699219.0,0.910772264003754,15628.0,218.092315673828,90.0522918701172,15153,0.680850088596344,0
247,423980987548828.0,0.85740053653717,11954.0,171.208618164063,88.1124649047852,11766,0.63917863368988,1
248,49202099609375.0,0.907024621963501,14174.0,207.049942016602,87.1841049194336,13803,0.56914895772934,0
249,428236999511719.0,0.889197647571564,11325.0,176.378967285156,80.6974716186523,11012,0.758715748786926,1
250,411282989501953.0,0.874374985694885,10963.0,168.570587158203,81.7990188598633,10763,0.767305910587311,1
251,515096984863281.0,0.876099646091461,16813.0,208.953125,100.742576599121,16386,0.607563972473145,0
252,49231298828125.0,0.902132749557495,15066.0,209.678863525391,90.4677352905273,14787,0.795684456825256,0
253,416924987792969.0,0.871756672859192,11349.0,171.377395629883,83.9644927978516,11184,0.649401903152466,1
254,510283996582031.0,0.898815631866455,15909.0,213.436645507813,93.5550231933594,15545,0.568165183067322,0
255,411384002685547.0,0.875632643699646,10915.0,169.088607788086,81.6660308837891,1069,0.661100804805756,1
256,425516998291016.0,0.863864481449127,11766.0,173.096420288086,87.19287109375,1163,0.781691074371338,1
257,441329986572266.0,0.864306509494781,12768.0,179.246246337891,90.1546783447266,12526,0.718893468379974,1
258,467463989257813.0,0.901999711990356,13272.0,197.802429199219,85.398551940918,13062,0.624080240726471,0
259,424781005859375.0,0.89957582950592,11081.0,178.765762329102,78.0785598754883,1082,0.714852035045624,1
260,503148010253906.0,0.913930296897888,15110.0,217.256774902344,88.1782684326172,14814,0.545113325119019,0
261,503324005126953.0,0.901630222797394,15469.0,212.195388793945,91.7761535644531,15144,0.627860724925995,0
262,478453002929688.0,0.912613749504089,13329.0,203.219635009766,83.0808486938477,13054,0.799877464771271,1
263,437907012939453.0,0.895424544811249,12020.0,184.957260131836,82.3454360961914,11828,0.616426944732666,1
264,438074005126953.0,0.864990532398224,12359.0,175.540084838867,88.0839309692383,11993,0.607732832431793,1
265,429858001708984.0,0.874543011188507,11709.0,175.509948730469,85.1131973266602,11469,0.789223790168762,1
266,500428985595703.0,0.924408733844757,14399.0,218.571563720703,83.3639068603516,14172,0.60881519317627,0
267,429204986572266.0,0.887190937995911,11668.0,178.558975219727,82.3875427246094,11422,0.685594260692596,1
268,445101013183594.0,0.899407386779785,12174.0,187.920516967773,82.142204284668,11931,0.648142099380493,0
269,427221984863281.0,0.881911277770996,11506.0,174.317810058594,82.1760940551758,11154,0.608577013015747,1
270,483266998291016.0,0.891124188899994,15002.0,203.965866088867,92.5514526367188,14759,0.785053193569183,0
271,405299987792969.0,0.886466085910797,10368.0,168.633743286133,78.042610168457,10221,0.602724373340607,1
272,434924011230469.0,0.889283895492554,12090.0,182.873962402344,83.6384353637695,11944,0.617197215557098,1
